date,engine,impact,class,n_variants,pairs,agree,pct
2026-06-14,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,duckvep,HIGH,del,50000,22685,22621,99.7179
2026-06-14,duckvep,HIGH,ins,50000,9558,9532,99.728
2026-06-14,duckvep,HIGH,mnv,50000,1435,1363,94.9826
2026-06-14,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,duckvep,LOW,del,50000,7378,7352,99.6476
2026-06-14,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-14,duckvep,LOW,mnv,50000,402,382,95.0249
2026-06-14,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-14,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-14,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-14,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-14,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-14,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-14,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-14,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-14,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-14,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-14,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-14,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-14,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-14,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-14,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-14,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-14,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-14,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-14,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-14,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-14,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,duckvep,HIGH,del,50000,22685,22632,99.7664
2026-06-14,duckvep,HIGH,ins,50000,9558,9532,99.728
2026-06-14,duckvep,HIGH,mnv,50000,1435,1386,96.5854
2026-06-14,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,duckvep,LOW,del,50000,7378,7352,99.6476
2026-06-14,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-14,duckvep,LOW,mnv,50000,402,382,95.0249
2026-06-14,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-14,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-14,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-14,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-14,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-14,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-14,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-14,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-14,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-14,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-14,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-14,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-14,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-14,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-14,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-14,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-14,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-14,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-14,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-14,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-14,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,duckvep,HIGH,del,50000,22685,22632,99.7664
2026-06-14,duckvep,HIGH,ins,50000,9558,9532,99.728
2026-06-14,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-14,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,duckvep,LOW,del,50000,7378,7352,99.6476
2026-06-14,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-14,duckvep,LOW,mnv,50000,402,382,95.0249
2026-06-14,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-14,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-14,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-14,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-14,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-14,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-14,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-14,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-14,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-14,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-14,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-14,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-14,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-14,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-14,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-14,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-14,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-14,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-14,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-14,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-14,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,duckvep,HIGH,del,50000,22685,22632,99.7664
2026-06-14,duckvep,HIGH,ins,50000,9558,9551,99.9268
2026-06-14,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-14,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,duckvep,LOW,del,50000,7378,7352,99.6476
2026-06-14,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-14,duckvep,LOW,mnv,50000,402,382,95.0249
2026-06-14,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-14,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-14,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-14,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-14,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-14,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-14,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-14,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-14,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-14,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-14,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-14,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-14,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-14,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-14,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-14,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-14,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-14,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-14,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-14,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-14,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-14,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-14,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-14,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22632,99.7664
2026-06-15,duckvep,HIGH,ins,50000,9558,9551,99.9268
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7369,99.878
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,382,95.0249
2026-06-15,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22632,99.7664
2026-06-15,duckvep,HIGH,ins,50000,9558,9551,99.9268
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7369,99.878
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,402,100.0
2026-06-15,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22637,99.7884
2026-06-15,duckvep,HIGH,ins,50000,9558,9558,100.0
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7373,99.9322
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,402,100.0
2026-06-15,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22637,99.7884
2026-06-15,duckvep,HIGH,ins,50000,9558,9558,100.0
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7373,99.9322
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,402,100.0
2026-06-15,duckvep,LOW,snv,50000,214055,214050,99.9977
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654703,99.9991
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22637,99.7884
2026-06-15,duckvep,HIGH,ins,50000,9558,9558,100.0
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7377,99.9864
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,402,100.0
2026-06-15,duckvep,LOW,snv,50000,214055,214055,100.0
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654703,99.9991
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,duckvep,HIGH,del,50000,22685,22680,99.978
2026-06-15,duckvep,HIGH,ins,50000,9558,9558,100.0
2026-06-15,duckvep,HIGH,mnv,50000,1435,1435,100.0
2026-06-15,duckvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,duckvep,LOW,del,50000,7378,7377,99.9864
2026-06-15,duckvep,LOW,ins,50000,3582,3570,99.665
2026-06-15,duckvep,LOW,mnv,50000,402,402,100.0
2026-06-15,duckvep,LOW,snv,50000,214055,214055,100.0
2026-06-15,duckvep,MODERATE,del,50000,4885,4885,100.0
2026-06-15,duckvep,MODERATE,ins,50000,1754,1752,99.886
2026-06-15,duckvep,MODERATE,mnv,50000,1687,1687,100.0
2026-06-15,duckvep,MODERATE,snv,50000,403438,403438,100.0
2026-06-15,duckvep,MODIFIER,del,50000,35069,35066,99.9914
2026-06-15,duckvep,MODIFIER,ins,50000,17711,17711,100.0
2026-06-15,duckvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,duckvep,MODIFIER,snv,50000,654709,654703,99.9991
2026-06-15,fastvep,HIGH,del,50000,22685,20498,90.3593
2026-06-15,fastvep,HIGH,ins,50000,9558,8974,93.8899
2026-06-15,fastvep,HIGH,mnv,50000,1435,736,51.2892
2026-06-15,fastvep,HIGH,snv,50000,43294,43294,100.0
2026-06-15,fastvep,LOW,del,50000,7378,6164,83.5457
2026-06-15,fastvep,LOW,ins,50000,3582,2761,77.0798
2026-06-15,fastvep,LOW,mnv,50000,402,310,77.1144
2026-06-15,fastvep,LOW,snv,50000,214055,214022,99.9846
2026-06-15,fastvep,MODERATE,del,50000,4885,4810,98.4647
2026-06-15,fastvep,MODERATE,ins,50000,1754,1723,98.2326
2026-06-15,fastvep,MODERATE,mnv,50000,1687,1204,71.3693
2026-06-15,fastvep,MODERATE,snv,50000,403438,403419,99.9953
2026-06-15,fastvep,MODIFIER,del,50000,35069,35054,99.9572
2026-06-15,fastvep,MODIFIER,ins,50000,17711,17672,99.7798
2026-06-15,fastvep,MODIFIER,mnv,50000,2995,2989,99.7997
2026-06-15,fastvep,MODIFIER,snv,50000,654709,654689,99.9969
2026-06-15,[00mengine,impact,class,50000,pairs,agree,pct
